Date,(ALL) Requiring inpatient care,(ALL) Discharged from hospital or released from treatment,(ALL) To be confirmed,(Hokkaido) Requiring inpatient care,(Hokkaido) Discharged from hospital or released from treatment,(Hokkaido) To be confirmed,(Aomori) Requiring inpatient care,(Aomori) Discharged from hospital or released from treatment,(Aomori) To be confirmed,(Iwate) Requiring inpatient care,(Iwate) Discharged from hospital or released from treatment,(Iwate) To be confirmed,(Miyagi) Requiring inpatient care,(Miyagi) Discharged from hospital or released from treatment,(Miyagi) To be confirmed,(Akita) Requiring inpatient care,(Akita) Discharged from hospital or released from treatment,(Akita) To be confirmed,(Yamagata) Requiring inpatient care,(Yamagata) Discharged from hospital or released from treatment,(Yamagata) To be confirmed,(Fukushima) Requiring inpatient care,(Fukushima) Discharged from hospital or released from treatment,(Fukushima) To be confirmed,(Ibaraki) Requiring inpatient care,(Ibaraki) Discharged from hospital or released from treatment,(Ibaraki) To be confirmed,(Tochigi) Requiring inpatient care,(Tochigi) Discharged from hospital or released from treatment,(Tochigi) To be confirmed,(Gunma) Requiring inpatient care,(Gunma) Discharged from hospital or released from treatment,(Gunma) To be confirmed,(Saitama) Requiring inpatient care,(Saitama) Discharged from hospital or released from treatment,(Saitama) To be confirmed,(Chiba) Requiring inpatient care,(Chiba) Discharged from hospital or released from treatment,(Chiba) To be confirmed,(Tokyo) Requiring inpatient care,(Tokyo) Discharged from hospital or released from treatment,(Tokyo) To be confirmed,(Kanagawa) Requiring inpatient care,(Kanagawa) Discharged from hospital or released from treatment,(Kanagawa) To be confirmed,(Niigata) Requiring inpatient care,(Niigata) Discharged from hospital or released from treatment,(Niigata) To be confirmed,(Toyama) Requiring inpatient care,(Toyama) Discharged from hospital or released from treatment,(Toyama) To be confirmed,(Ishikawa) Requiring inpatient care,(Ishikawa) Discharged from hospital or released from treatment,(Ishikawa) To be confirmed,(Fukui) Requiring inpatient care,(Fukui) Discharged from hospital or released from treatment,(Fukui) To be confirmed,(Yamanashi) Requiring inpatient care,(Yamanashi) Discharged from hospital or released from treatment,(Yamanashi) To be confirmed,(Nagano) Requiring inpatient care,(Nagano) Discharged from hospital or released from treatment,(Nagano) To be confirmed,(Gifu) Requiring inpatient care,(Gifu) Discharged from hospital or released from treatment,(Gifu) To be confirmed,(Shizuoka) Requiring inpatient care,(Shizuoka) Discharged from hospital or released from treatment,(Shizuoka) To be confirmed,(Aichi) Requiring inpatient care,(Aichi) Discharged from hospital or released from treatment,(Aichi) To be confirmed,(Mie) Requiring inpatient care,(Mie) Discharged from hospital or released from treatment,(Mie) To be confirmed,(Shiga) Requiring inpatient care,(Shiga) Discharged from hospital or released from treatment,(Shiga) To be confirmed,(Kyoto) Requiring inpatient care,(Kyoto) Discharged from hospital or released from treatment,(Kyoto) To be confirmed,(Osaka) Requiring inpatient care,(Osaka) Discharged from hospital or released from treatment,(Osaka) To be confirmed,(Hyogo) Requiring inpatient care,(Hyogo) Discharged from hospital or released from treatment,(Hyogo) To be confirmed,(Nara) Requiring inpatient care,(Nara) Discharged from hospital or released from treatment,(Nara) To be confirmed,(Wakayama) Requiring inpatient care,(Wakayama) Discharged from hospital or released from treatment,(Wakayama) To be confirmed,(Tottori) Requiring inpatient care,(Tottori) Discharged from hospital or released from treatment,(Tottori) To be confirmed,(Shimane) Requiring inpatient care,(Shimane) Discharged from hospital or released from treatment,(Shimane) To be confirmed,(Okayama) Requiring inpatient care,(Okayama) Discharged from hospital or released from treatment,(Okayama) To be confirmed,(Hiroshima) Requiring inpatient care,(Hiroshima) Discharged from hospital or released from treatment,(Hiroshima) To be confirmed,(Yamaguchi) Requiring inpatient care,(Yamaguchi) Discharged from hospital or released from treatment,(Yamaguchi) To be confirmed,(Tokushima) Requiring inpatient care,(Tokushima) Discharged from hospital or released from treatment,(Tokushima) To be confirmed,(Kagawa) Requiring inpatient care,(Kagawa) Discharged from hospital or released from treatment,(Kagawa) To be confirmed,(Ehime) Requiring inpatient care,(Ehime) Discharged from hospital or released from treatment,(Ehime) To be confirmed,(Kochi) Requiring inpatient care,(Kochi) Discharged from hospital or released from treatment,(Kochi) To be confirmed,(Fukuoka) Requiring inpatient care,(Fukuoka) Discharged from hospital or released from treatment,(Fukuoka) To be confirmed,(Saga) Requiring inpatient care,(Saga) Discharged from hospital or released from treatment,(Saga) To be confirmed,(Nagasaki) Requiring inpatient care,(Nagasaki) Discharged from hospital or released from treatment,(Nagasaki) To be confirmed,(Kumamoto) Requiring inpatient care,(Kumamoto) Discharged from hospital or released from treatment,(Kumamoto) To be confirmed,(Oita) Requiring inpatient care,(Oita) Discharged from hospital or released from treatment,(Oita) To be confirmed,(Miyazaki) Requiring inpatient care,(Miyazaki) Discharged from hospital or released from treatment,(Miyazaki) To be confirmed,(Kagoshima) Requiring inpatient care,(Kagoshima) Discharged from hospital or released from treatment,(Kagoshima) To be confirmed,(Okinawa) Requiring inpatient care,(Okinawa) Discharged from hospital or released from treatment,(Okinawa) To be confirmed
2022/11/3,401857,17458848,996490,,,,4353,151129,14441,144,103563,15548,189,0,0,8636,89825,17646,6660,90443,30833,3568,180682,26920,20019,301424,66540,5409,215803,21037,8231,225131,24015,18052,1160893,67868,16313,904076,70761,49228,3093983,0,,,88146,6471,223993,27650,3206,123822,15770,3947,155716,16420,1916,110918,9380,269,96155,0,10112,229274,1993,364,,,8267,478956,36016,15736,1399091,8037,,,,5358,225722,16983,12980,459222,21536,33378,2032077,106480,13108,986750,45809,29893,195268,13115,2664,140241,309,9207,44778,15869,2075,88311,392,4261,285479,5480,16064,409656,38205,3770,173760,0,920,137,0,2707,138120,11895,3797,156705,13542,5016,94023,5711,26736,1029285,56351,3122,12134,0,21382,177499,23044,6989,320699,17589,2165,172076,10483,2098,201767,0,1185,286186,21434,1892,494076,13242
2022/11/4,425690,18912792,1011391,,,,4337,151129,14761,137,103563,15861,193,0,0,8643,89825,17844,6682,90443,31295,3568,180682,27602,20081,301424,67744,5418,215803,21454,8269,225131,24561,18111,1160893,69113,16324,904076,71828,49186,3093983,0,20118,1448870,89787,6494,223993,28274,3205,123822,15958,3938,155716,16675,1929,110918,9595,268,96208,0,11071,230568,1394,382,,,8299,478956,37225,17195,1401615,5288,,,,5357,225722,17258,13001,459222,21919,34071,2032077,107317,13130,986750,47103,29905,195268,13407,2831,140601,309,9207,44778,16046,2287,88487,179,4261,285479,6032,16082,409656,40270,3673,174184,0,977,107,0,2716,138120,12167,3796,156705,13723,5020,94023,5784,26747,1029285,56960,3268,12138,0,21419,177499,23132,6989,320699,17849,2167,172076,10722,1933,202036,0,1237,286186,21564,1768,494076,13391
2022/11/5,408925,17472771,1051678,,,,4340,151129,15793,142,103563,17036,198,0,0,8642,89825,19067,6703,90443,32809,3568,180682,29395,20109,301424,68176,5415,215803,22830,8294,225131,25967,18186,1160893,73434,16328,904076,74677,49435,3093983,0,,,92868,6505,223993,30010,3212,123822,16892,3949,155716,17658,1938,110918,10059,287,96300,0,11556,231737,1406,383,,,8338,478956,38318,19273,1403569,6352,,,,5363,225722,18223,13021,459222,22915,33112,2032077,112435,13154,986750,48801,29903,195268,13854,2964,140860,309,9212,44778,16428,2204,88745,577,4511,289740,2467,16110,409656,41245,4030,174685,0,1067,150,0,2708,138120,12964,3801,156705,14551,5020,94023,6059,26777,1029285,58596,3413,12147,0,21452,177499,23760,7009,320699,18763,2164,172076,11115,2091,202339,0,1174,286186,22008,1864,494076,13861
2022/11/6,412098,17477143,1093353,,,,4339,151129,16356,145,103563,17650,214,0,0,8645,89825,19691,6722,90443,33743,3568,180682,30895,20099,301424,69999,5441,215803,23818,8316,225131,27035,18238,1160893,76789,16353,904076,76992,49535,3093983,0,,,96940,6512,223993,31495,3228,123822,17431,3953,155716,18198,1952,110918,10542,285,96351,0,12042,232917,2628,406,,,8351,478956,40303,18702,1405378,8940,,,,5383,225722,18782,13037,459222,23995,35026,2032077,113861,13165,986750,51248,29907,195268,14554,2978,141243,309,9221,44778,16771,2458,89066,420,4511,289740,3490,16149,409656,43734,4202,175123,0,1173,127,0,2726,138120,13382,3816,156705,15069,5025,94023,6217,26793,1029285,60564,3559,12153,0,21475,177499,24200,7009,320699,19335,2172,172076,11508,2154,202546,0,1222,286186,22437,1891,494076,14032
2022/11/7,443054,18929923,1103050,,,,4342,151129,16688,161,103563,17995,280,0,0,8643,89825,19924,6761,90443,34232,3568,180682,31545,20134,301424,70919,5443,215803,24328,8316,225131,27506,18287,1160893,78331,16347,904076,77993,49701,3093983,0,25047,1447754,97274,6562,223993,32156,3230,123822,17599,3943,155716,18460,1973,110918,10741,289,96421,0,13403,234444,745,429,,,8351,478956,41144,21375,1407731,5005,,,,5391,225722,19008,13032,459222,24266,35697,2032077,114577,13141,986750,52081,29907,195268,14716,3199,141639,309,9227,44778,16961,2595,89347,212,4511,289740,4033,16194,409656,45723,4304,175362,0,1164,154,0,2728,138120,13588,3825,156705,15289,5028,94023,6321,26809,1029285,61153,3707,12168,0,21485,177499,24375,7009,320699,19624,2173,172076,11719,2178,202664,0,1261,286186,22373,1904,494076,14137
2022/11/8,445869,18935857,1154168,,,,4356,151129,17781,172,103563,20354,287,0,0,8632,89825,21238,6804,90443,35843,3568,180682,33811,20174,301424,71796,5445,215803,25719,8354,225131,29016,18341,1160893,82598,16354,904076,81296,49901,3093983,0,26071,1448852,99950,6548,223993,34185,3221,123822,18623,3946,155716,19487,1975,110918,11254,301,96497,0,13640,235212,1733,427,,,8360,478956,42369,23083,1409849,6842,,,,5384,225722,20112,13026,459222,25571,34672,2032077,120070,13159,986750,53713,29907,195268,15222,3201,141877,309,9230,44778,17388,2436,89715,673,4511,289740,5173,16216,409656,46755,4493,176163,0,1253,202,0,2726,138120,14406,3826,156705,16230,5029,94023,6603,26865,1029285,62896,3861,12189,0,21474,177499,25064,7026,320699,20559,2175,172076,12159,2288,203062,0,1219,286186,22856,1932,494076,14514
2022/11/9,452126,18939544,1206017,,,,4360,151129,18790,174,103563,21389,290,0,0,8645,89825,22272,6787,90443,37459,3568,180682,35839,20134,301424,73814,5437,215803,27014,8367,225131,30330,18351,1160893,86750,16355,904076,84077,49976,3093983,0,27176,1448466,103971,6550,223993,36240,3224,123822,19440,3943,155716,20364,2006,110918,11905,317,96568,0,14108,236745,3073,454,,,8397,478956,44716,23495,1410531,10682,,,,5393,225722,20992,13054,459222,26722,37826,2032077,121156,13168,986750,56452,29905,195268,15855,3265,142218,309,9227,44778,17804,2766,90048,612,4511,289740,6438,16215,409656,49671,4628,176866,0,1415,198,0,2730,138120,15021,3838,156705,16860,5032,94023,6878,26857,1029285,65335,4017,12211,0,21482,177499,25616,7029,320699,21329,2167,172076,12707,2324,203454,0,1229,286186,23270,1934,494076,14865
2022/11/10,456955,18948429,1248681,,,,4353,151129,19700,174,103563,22280,319,0,0,8685,89825,23119,6824,90443,38772,3568,180682,37569,20149,301424,75709,5447,215803,28413,8353,225131,31729,18389,1160893,90573,16510,904076,86419,50042,3093983,0,28441,1448088,108271,6551,223993,37983,3237,123822,20153,3966,155716,21069,1992,110918,12534,339,96634,0,14808,239386,2417,487,,,8416,478956,46585,24902,1414802,9233,,,,5410,225722,21772,13039,459222,27796,38063,2032077,124693,13162,986750,58590,29913,195268,16423,3319,142898,309,9225,44778,18211,2860,90555,573,4511,289740,7642,16182,409656,52230,4683,177530,0,1543,208,0,2724,138120,15580,3848,156705,17547,5027,94023,7166,26898,1029285,67434,4285,12224,0,21520,177499,26112,7040,320699,22121,2174,172076,13153,2315,203865,0,1254,286186,23592,2008,494076,15209
2022/11/11,462293,18955131,1289810,,,,4368,151129,20528,171,103563,23215,345,0,0,8691,89825,23935,6785,90443,40066,3568,180682,39277,20183,301424,77363,5450,215803,29496,8381,225131,32993,18442,1160893,94495,16525,904076,89005,50240,3093983,0,30635,1447019,111763,6562,223993,39608,3255,123822,20856,3965,155716,21823,1999,110918,13084,364,96746,0,15241,241639,2057,514,,,8428,478956,48269,25850,1418787,8282,,,,5403,225722,22475,13086,459222,28720,37977,2032077,128482,13187,986750,60578,29912,195268,16937,3356,143426,309,9221,44778,18583,2983,90994,461,4511,289740,8829,16183,409656,54567,4999,177857,0,1645,219,0,2739,138120,16117,3848,156705,18191,5035,94023,7431,26913,1029285,69397,4537,12236,0,21536,177499,26612,7032,320699,22969,2177,172076,13639,2598,203969,0,1278,286186,23955,2175,494076,15443
2022/11/12,435188,17520486,1328950,,,,4372,151129,21489,170,103563,24257,347,0,0,8723,89825,24926,6815,90443,41350,3568,180682,41126,20250,301424,78853,5450,215803,30973,8408,225131,34314,18450,1160893,98574,16544,904076,91999,50416,3093983,0,,,115588,6564,223993,41490,3252,123822,21568,3972,155716,22738,1997,110918,13733,384,96816,0,15913,243293,1989,521,,,8433,478956,50046,26048,1422821,8535,,,,5403,225722,23387,13076,459222,29703,37905,2032077,132494,13213,986750,62664,29927,195268,17415,3448,143816,309,9220,44778,18930,3083,91345,588,6421,294248,3601,16211,409656,56694,4811,178715,0,1689,261,0,2736,138120,16709,3842,156705,19013,5037,94023,7694,26955,1029285,71399,4777,12242,0,21558,177499,27115,7033,320699,23763,2177,172076,14133,2559,204430,0,1392,286186,24227,2118,494076,15564
2022/11/13,441916,17525172,1366260,,,,4368,151129,22227,179,103563,24976,368,0,0,8745,89825,25544,6792,90443,42422,3568,180682,42754,20284,301424,80719,5495,215803,32119,8407,225131,35581,18530,1160893,102230,16545,904076,94631,50498,3093983,0,,,117908,6596,223993,42901,3277,123822,22118,3978,155716,23428,2000,110918,14321,410,96882,0,16505,244959,2429,534,,,8437,478956,51792,28794,1424056,8427,,,,5426,225722,24014,13089,459222,30600,40314,2032077,133350,13222,986750,64964,29931,195268,17972,3602,144213,309,9220,44778,19262,3225,91786,422,6421,294248,4656,16220,409656,59312,4729,179325,0,1736,261,0,2742,138120,17170,3849,156705,19611,5037,94023,7894,27000,1029285,73265,5034,12243,0,21598,177499,27568,7033,320699,24381,2184,172076,14522,2552,204700,0,1390,286186,24639,2052,494076,15822
2022/11/14,472871,18984365,1383706,,,,4376,151129,22594,189,103563,25374,375,0,0,8780,89825,25803,6801,90443,42973,3568,180682,43716,20354,301424,81856,5520,215803,32683,8389,225131,36167,18545,1160893,103949,16545,904076,95917,50674,3093983,0,31892,1449676,120408,6616,223993,43790,3293,123822,22367,3991,155716,23760,2013,110918,14560,412,96981,0,16315,247847,907,541,,,8435,478956,52821,28251,1429081,5448,,,,5424,225722,24260,13111,459222,30828,39423,2032077,135788,13247,986750,65901,29932,195268,18164,3462,144831,309,9230,44778,19381,3257,92171,312,6421,294248,5181,16221,409656,61408,4697,179666,0,1639,257,0,2740,138120,17263,3872,156705,19886,5043,94023,7988,27033,1029285,73879,5271,12266,0,21631,177499,27755,7033,320699,24673,2194,172076,14868,2579,204842,0,1478,286186,24743,2058,494076,16026
2022/11/15,473607,18990442,1450147,,,,4388,151129,24016,217,103563,27055,397,0,0,8797,89825,27536,6820,90443,44871,3568,180682,46447,20422,301424,83343,5537,215803,34503,8390,225131,38202,18616,1160893,109425,16584,904076,100169,50832,3093983,0,33386,1448517,126369,6611,223993,46457,3297,123822,23611,3990,155716,25100,2005,110918,15210,429,97086,0,16486,248852,2198,549,,,8402,478956,54306,28301,1432907,9026,,,,5418,225722,25326,13140,459222,32080,37629,2032077,142770,13257,986750,67780,29941,195268,18843,3562,145070,309,9235,44778,19897,3096,92639,851,6421,294248,6602,16221,409656,62529,4623,180656,0,1653,331,0,2745,138120,18155,3882,156705,20981,5042,94023,8486,27074,1029285,76194,5524,12287,0,21585,177499,28563,7086,320699,25862,2197,172076,15429,2676,205350,0,1513,286186,25230,2063,494076,16416
2022/11/16,480725,18994631,1516336,,,,4400,151129,25430,208,103563,28435,407,0,0,8771,89825,28891,6749,90443,46679,3568,180682,49024,20395,301424,85347,5547,215803,36302,8372,225131,40039,18681,1160893,114865,16600,904076,104291,50870,3093983,0,35158,1447315,132311,6609,223993,49180,3306,123822,24714,3993,155716,26214,2010,110918,16042,447,97192,0,16962,250853,3561,569,,,8375,478956,57219,28714,1434003,14359,,,,5415,225722,26284,13146,459222,33646,41427,2032077,143734,13280,986750,70958,29947,195268,19855,3532,145477,309,9245,44778,20397,3438,93146,730,6421,294248,8265,16223,409656,65982,4430,181494,0,1704,318,0,2754,138120,18811,3882,156705,21749,5047,94023,8838,27058,1029285,79201,5784,12308,0,21607,177499,29139,7108,320699,26897,2189,172076,16165,2742,205778,0,1594,286186,25708,2041,494076,16765
2022/11/17,485308,19006740,1566147,,,,4396,151129,26628,209,103563,29584,430,0,0,8744,89825,30046,6741,90443,48172,3568,180682,51185,20415,301424,87714,5553,215803,37870,8397,225131,41693,18662,1160893,119855,16701,904076,107655,50993,3093983,0,36096,1447881,136932,6647,223993,51418,3316,123822,25605,4015,155716,27165,2013,110918,16704,461,97302,0,17442,254194,2846,620,,,8374,478956,59486,30485,1439680,12415,,,,5425,225722,27164,13176,459222,34868,41856,2032077,147424,13283,986750,73308,29946,195268,20570,3644,146212,309,9246,44778,20800,3602,93698,522,6421,294248,9618,16264,409656,68902,4385,182213,0,1698,293,0,2757,138120,19408,3876,156705,22443,5050,94023,9130,27124,1029285,81509,5886,12340,0,21604,177499,29652,7129,320699,27671,2197,172076,16703,2738,206180,0,1682,286186,26038,2041,494076,17135
2022/11/18,488722,19017568,1612571,,,,4400,151129,27689,227,103563,30875,444,0,0,8757,89825,31087,6734,90443,49444,3568,180682,53113,20409,301424,89769,5569,215803,39244,8390,225131,43330,18627,1160893,124164,16704,904076,110711,51131,3093983,0,36926,1448828,140644,6653,223993,53560,3331,123822,26556,4019,155716,28104,2004,110918,17288,467,97424,0,17864,256880,2408,644,,,8379,478956,61349,32390,1444610,10786,,,,5442,225722,27884,13213,459222,35904,41738,2032077,151441,13317,986750,75564,29945,195268,21263,3638,146777,309,9249,44778,21237,3585,94227,495,6421,294248,10793,16268,409656,71609,4282,182856,0,1694,288,0,2762,138120,19856,3884,156705,23134,5050,94023,9417,27124,1029285,83697,6005,12364,0,21595,177499,30231,7155,320699,28416,2191,172076,17239,2734,206567,0,1717,286186,26483,2076,494076,17478
2022/11/19,493672,19033013,1656579,,,,4394,151129,28899,233,103563,32108,473,0,0,8772,89825,32260,6744,90443,50907,3568,180682,55338,20425,301424,91441,5569,215803,40933,8398,225131,45030,18741,1160893,128905,16744,904076,114432,51222,3093983,0,37601,1449073,145524,6647,223993,55693,3353,123822,27537,4029,155716,29103,2019,110918,17866,479,97603,0,18208,259206,1928,648,,,8360,478956,63292,33666,1448843,11040,,,,5447,225722,28839,13219,459222,37118,41862,2032077,155559,13312,986750,77683,29948,195268,21919,3660,147261,309,9255,44778,21690,3634,94661,630,8253,300660,3911,16285,409656,74042,4290,183526,0,1689,317,0,2760,138120,20511,3886,156705,23925,5039,94023,9748,27154,1029285,85929,6106,12375,0,21589,177499,30748,7153,320699,29251,2196,172076,17815,2737,206989,0,1742,286186,26893,2163,494076,17823
2022/11/20,496980,19041510,1702446,,,,4393,151129,29773,232,103563,32939,520,0,0,8767,89825,32957,6752,90443,51955,3568,180682,57322,20445,301424,93566,5569,215803,42475,8413,225131,46548,18782,1160893,132978,16744,904076,117507,51292,3093983,0,38207,1449321,149728,6667,223993,57404,3366,123822,28251,4036,155716,29887,2017,110918,18542,494,97755,0,18439,261464,2479,646,,,8343,478956,65051,34893,1452825,10432,,,,5440,225722,29586,13246,459222,38230,42402,2032077,158777,13330,986750,79984,29948,195268,22698,3637,147812,309,9258,44778,22145,3705,95210,442,8253,300660,5151,16282,409656,76882,4316,184054,0,1724,263,0,2765,138120,21019,3883,156705,24555,5053,94023,9908,27152,1029285,88152,6205,12395,0,21615,177499,31163,7153,320699,29988,2196,172076,18360,2851,207252,0,1757,286186,27305,2224,494076,17998
2022/11/21,498946,19050442,1721553,,,,4432,151129,30254,239,103563,33471,518,0,0,8785,89825,33263,6811,90443,52520,3568,180682,58253,20445,301424,94806,5597,215803,43181,8420,225131,47243,18830,1160893,135141,16758,904076,119128,51315,3093983,0,38708,1449435,152592,6698,223993,58426,3372,123822,28535,4056,155716,30193,2011,110918,18880,458,97887,0,18483,264162,1012,634,,,8337,478956,66057,36170,1457311,6308,,,,5437,225722,29936,13261,459222,38563,42222,2032077,160787,13322,986750,81123,29953,195268,22891,3657,148291,309,9259,44778,22357,3606,95741,243,8253,300660,5822,16287,409656,79226,4358,184363,0,1631,256,0,2773,138120,21219,3885,156705,24836,5050,94023,10062,27176,1029285,88793,6319,12416,0,21627,177499,31381,7153,320699,30427,2208,172076,18683,2881,207421,0,1741,286186,27539,2242,494076,18093
2022/11/22,499680,19057845,1800692,,,,4487,151129,32207,237,103563,35579,515,0,0,8801,89825,35135,6862,90443,54678,3568,180682,61587,20453,301424,96473,5601,215803,45618,8426,225131,49921,18875,1160893,141824,16744,904076,123567,51347,3093983,0,39645,1449157,159154,6675,223993,61417,3381,123822,30086,4058,155716,31769,2009,110918,19738,438,97999,0,18582,265338,2263,622,,,8345,478956,67766,36897,1461188,10976,,,,5442,225722,31408,13282,459222,40268,40788,2032077,168362,13365,986750,83348,29953,195268,23814,3691,148628,309,9255,44778,22919,3298,96278,829,8253,300660,7848,16300,409656,80584,4472,185279,0,1624,343,0,2779,138120,22247,3903,156705,26066,5044,94023,10652,27227,1029285,91697,6421,12450,0,21611,177499,32255,7165,320699,32000,2213,172076,19557,3026,208026,0,1711,286186,28248,2289,494076,18523
2022/11/23,507399,19063153,1885728,,,,4503,151129,33791,242,103563,37398,533,0,0,8821,89825,36692,6874,90443,56707,3568,180682,64773,20442,301424,98970,5601,215803,48310,8435,225131,52454,18888,1160893,148922,16752,904076,128871,51314,3093983,0,41038,1448249,166576,6670,223993,64820,3382,123822,31670,4042,155716,33315,2023,110918,20875,450,98118,0,18663,267815,4033,628,,,8362,478956,71237,37029,1462696,18221,,,,5464,225722,32875,13301,459222,42155,45377,2032077,170382,13365,986750,87344,29947,195268,24948,3827,149004,309,9261,44778,23624,3512,96885,882,8253,300660,10001,16333,409656,84477,4699,185924,0,1665,320,0,2813,138120,23044,3895,156705,27035,5044,94023,11177,27260,1029285,95270,6524,12463,0,21652,177499,32982,7145,320699,33261,2213,172076,20495,3270,208520,0,1829,286186,28799,2490,494076,19033
2022/11/24,509729,19079489,1910731,,,,4515,151129,34449,246,103563,38069,556,0,0,8781,89825,37027,6897,90443,57342,3568,180682,66128,20466,301424,100137,5644,215803,49117,8397,225131,53489,18878,1160893,151267,16843,904076,131015,51203,3093983,0,39618,1450612,170340,6647,223993,66406,3385,123822,32193,4053,155716,33862,2042,110918,21364,412,98232,0,19170,271636,2255,663,,,8386,478956,73263,38846,1470143,11541,,,,5485,225722,33451,13270,459222,42971,46804,2032077,171591,13370,986750,89544,29955,195268,25489,3973,149849,309,9267,44778,23969,3704,97567,308,8253,300660,11098,16328,409656,88140,4366,186598,0,1592,286,0,2822,138120,23236,3897,156705,27348,5042,94023,11353,27307,1029285,96560,6592,12489,0,21686,177499,33291,7145,320699,33677,2214,172076,21036,3151,208918,0,1898,286186,29014,2392,494076,19082
2022/11/25,511667,19091616,1983340,,,,4532,151129,36317,245,103563,40303,584,0,0,8768,89825,38777,6915,90443,58988,3568,180682,69101,20523,301424,103608,5637,215803,51313,8421,225131,55972,18897,1160893,157480,16855,904076,137140,51533,3093983,0,40946,1450642,175802,6668,223993,69271,3403,123822,33554,4054,155716,35163,2050,110918,22239,371,98378,0,18617,274744,2244,664,,,8402,478956,75010,40891,1476975,11064,,,,5509,225722,34941,13286,459222,44664,44694,2032077,179568,13403,986750,91881,29958,195268,26269,3772,150407,309,9276,44778,24595,3535,98035,864,8253,300660,12822,16328,409656,89586,4804,187138,0,1584,316,0,2820,138120,24165,3905,156705,28620,5035,94023,11951,27427,1029285,99318,6652,12521,0,21676,177499,34149,7144,320699,35044,2229,172076,21844,3371,209301,0,1858,286186,29669,2604,494076,19735
2022/11/26,515570,19107194,2055637,,,,4539,151129,37857,246,103563,42077,612,0,0,8785,89825,40208,6892,90443,61000,3568,180682,71966,20516,301424,105603,5636,215803,53701,8437,225131,58310,18951,1160893,164202,16894,904076,143006,51713,3093983,0,42827,1447418,184824,6663,223993,72530,3418,123822,34797,4070,155716,36433,2040,110918,23209,365,98619,0,18491,277414,3260,672,,,8417,478956,78175,37972,1482484,17110,,,,5521,225722,36539,13291,459222,46452,46436,2032077,183743,13447,986750,95398,29964,195268,27337,3765,150913,309,9288,44778,25197,3853,98573,772,9986,308906,4815,16334,409656,93030,5000,187816,0,1690,293,0,2835,138120,24956,3916,156705,29527,5044,94023,12449,27438,1029285,102941,6729,12533,0,21688,177499,34816,7145,320699,36241,2232,172076,22667,3641,209726,0,1921,286186,30201,2682,494076,19979
2022/11/27,524816,19116636,2110795,,,,4558,151129,38819,245,103563,43137,618,0,0,8794,89825,41041,6901,90443,62133,3568,180682,74270,20525,301424,108538,5605,215803,55597,8430,225131,60088,18988,1160893,169597,16888,904076,147311,51759,3093983,0,44453,1447051,190249,6684,223993,74744,3426,123822,35686,4087,155716,37332,2045,110918,24134,321,98734,0,19580,279903,2962,725,,,8415,478956,80537,41159,1487687,15027,,,,5539,225722,37547,13288,459222,47957,48455,2032077,186180,13390,986750,98774,29956,195268,28289,4234,151439,309,9289,44778,25766,4045,99145,607,9986,308906,6435,16351,409656,96504,5138,188370,0,1748,260,0,2836,138120,25532,3922,156705,30283,5061,94023,12735,27468,1029285,105889,6789,12539,0,21700,177499,35327,7145,320699,37144,2237,172076,23382,3668,210103,0,1978,286186,30633,2819,494076,20300
2022/11/28,529842,19128183,2130030,,,,4587,151129,39400,242,103563,43816,620,0,0,8799,89825,41425,6949,90443,62639,3568,180682,75275,20567,301424,110641,5651,215803,56431,8438,225131,60987,18997,1160893,171961,16888,904076,149313,51901,3093983,0,45065,1448344,192406,6727,223993,75909,3442,123822,36027,4094,155716,37701,2048,110918,24430,320,98857,0,20118,282645,977,742,,,8423,478956,81955,44032,1493442,8215,,,,5555,225722,37943,13286,459222,48391,48671,2032077,188058,13391,986750,100155,29961,195268,28688,4410,151934,309,9291,44778,26018,4117,99672,250,9986,308906,7304,16355,409656,99125,5107,188721,0,1635,300,0,2843,138120,25803,3938,156705,30622,5068,94023,12872,27532,1029285,106850,6854,12561,0,21711,177499,35568,7145,320699,37534,2242,172076,23775,3692,210302,0,1983,286186,30906,2851,494076,20351
2022/11/29,531267,19137542,2219462,,,,4602,151129,49554,235,103563,46064,620,0,0,8783,89825,43399,6932,90443,64607,3568,180682,78537,20598,301424,111588,5655,215803,59027,8462,225131,63546,18989,1160893,179307,16903,904076,154144,52021,3093983,0,45991,1449030,198946,6708,223993,79115,3440,123822,37617,4103,155716,39349,2049,110918,25296,342,98903,0,20138,283920,1889,710,,,8426,478956,83799,45744,1498043,11748,,,,5555,225722,39607,13286,459222,50534,47009,2032077,196364,13401,986750,102620,29970,195268,29737,4454,152307,309,9297,44778,26645,3819,100202,949,9986,308906,9165,16362,409656,100439,5236,189751,0,1657,330,0,2850,138120,26792,3934,156705,32158,5061,94023,13644,27592,1029285,109926,6904,12599,0,21708,177499,36618,7124,320699,39275,2249,172076,24551,3755,211052,0,2003,286186,31600,3036,494076,20997
